nombreEmpresa;fechaInicioEmpresa;fechaFinEmpresa;nombreEmpleado;nombreCliente;nombreServicio;tarifaBaseServicio;tipoServicio;estadoOrden;codSeguimientoOrden;fechaInicioOrden;fechaFinOrden
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Davion Houston;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG0979;18/05/2024;28/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Davion Houston;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG0980;16/01/2024;26/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Davion Houston;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG0981;02/04/2024;12/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Davion Houston;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG0982;24/04/2024;04/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Davion Houston;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG0983;23/12/2023;02/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Davion Houston;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG0984;23/02/2024;04/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Davion Houston;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG0985;10/05/2024;20/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Davion Houston;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG0986;30/01/2024;09/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Davion Houston;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG0987;25/02/2024;06/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Davion Houston;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG0988;23/02/2024;04/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Davion Houston;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG0989;17/03/2024;27/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Davion Houston;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG0990;28/01/2024;07/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Davis Bergstršm;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG0991;07/05/2024;17/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Davis Bergstršm;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG0992;05/06/2024;15/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Davis Bergstršm;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG0993;28/12/2023;07/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Davis Bergstršm;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG0994;10/06/2024;20/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Davon Thwaytes;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG0995;30/03/2024;09/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Davon Thwaytes;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG0996;28/04/2024;08/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Davon Thwaytes;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG0997;30/04/2024;10/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Davon Thwaytes;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG0998;03/05/2024;13/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Dawson Derby;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG0999;26/01/2024;05/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Dayana Ross;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1000;28/04/2024;08/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Dayana Ross;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1001;13/06/2024;23/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Deacon çlvarez;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1002;06/02/2024;16/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Deacon Barnwell;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1003;29/12/2023;08/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Deacon Barnwell;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1004;16/04/2024;26/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Deacon Forbes;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG1005;23/04/2024;03/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Deandre Nœ–ez;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1006;17/03/2024;27/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Deandre Nœ–ez;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1007;19/03/2024;29/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Deandre Nœ–ez;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1008;22/03/2024;01/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Deandre Nœ–ez;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1009;20/04/2024;30/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Deandre Silva;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1010;26/03/2024;05/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Deanna Gonz‡lez;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1011;23/12/2023;02/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Deanna Gonz‡lez;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1012;25/01/2024;04/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Deja Beal;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1013;23/01/2024;02/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Deja Beal;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1014;09/03/2024;19/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Delphine Belden;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1015;07/02/2024;17/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Delphine Belden;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1016;24/01/2024;03/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Demarcus Bannatyne;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1017;23/04/2024;03/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Demetrius Murphy;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG1018;27/02/2024;08/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Demetrius Murphy;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG1019;18/02/2024;28/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Dennis Morley;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1020;29/03/2024;08/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Dennis Morley;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1021;20/03/2024;30/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Denzel Goadby;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1022;20/01/2024;30/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Denzel Hansson;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1023;31/03/2024;10/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Denzel Hansson;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1024;22/03/2024;01/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Deonte Peney;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1025;11/05/2024;21/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Derek Burrard;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1026;10/01/2024;20/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Derek Eton;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1027;01/01/2024;11/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Derrick Rusbridge;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1028;15/02/2024;25/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Derrick Rusbridge;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1029;06/02/2024;16/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Desdemona Mackenzie;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1030;13/05/2024;23/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Desdemona Selby;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG1031;04/03/2024;14/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Desdemona Selby;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1032;19/04/2024;29/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Deshaun Kent;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG1033;06/02/2024;16/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Deshaun Mead;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1034;19/02/2024;29/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Deshawn Henry;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1035;30/03/2024;09/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Deshawn Spalding;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1036;25/04/2024;05/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Desmond Alves;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1037;13/06/2024;23/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Desmond Alves;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1038;19/03/2024;29/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Desmond Alves;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1039;23/12/2023;02/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Desmond Alves;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1040;21/01/2024;31/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Desmond Courtenay;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1041;31/01/2024;10/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Desmond Courtenay;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG1042;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Destin Lindstršm;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG1043;01/04/2024;11/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Destin Poblete;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1044;18/01/2024;28/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Destin Poblete;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1045;06/05/2024;16/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Devan Aldridge;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG1046;24/12/2023;03/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Devin Linne;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1047;24/02/2024;05/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Devon Allen;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1048;09/02/2024;19/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Devon Allen;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1049;31/01/2024;10/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Devonte Hagen;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1050;15/04/2024;25/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Diamond Long;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1051;17/05/2024;27/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Diana C‡ceres;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG1052;30/12/2023;09/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Diana C‡ceres;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1053;31/03/2024;10/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Diana C‡ceres;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1054;04/01/2024;14/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Diana C‡ceres;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1055;02/02/2024;12/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Diego Pino;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG1056;20/03/2024;30/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Dillan Broughton;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1057;31/05/2024;10/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Dimitri Dudley;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1058;15/03/2024;25/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Dina Allen;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1059;11/06/2024;21/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Dominick Ackland;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG1060;06/05/2024;16/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Dominik Eberlee;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1061;19/01/2024;29/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Dominik Eberlee;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1062;05/04/2024;15/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Dominik Eberlee;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1063;29/04/2024;09/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Dominik Eberlee;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG1064;28/12/2023;07/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Dominik Eberlee;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1065;14/03/2024;24/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Dominik Eberlee;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1066;04/02/2024;14/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Dominik Eberlee;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1067;21/04/2024;01/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Dominik Eberlee;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1068;30/05/2024;09/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Dominik Eberlee;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG1069;01/01/2024;11/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Dominik Eberlee;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1070;11/01/2024;21/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Dominik Eberlee;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1071;06/02/2024;16/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Dominik Eberlee;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1072;23/04/2024;03/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Dominik Eberlee;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG1073;29/05/2024;08/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Dominik Eberlee;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1074;25/01/2024;04/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Dominik Eberlee;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG1075;21/04/2024;01/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Dominik Eberlee;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG1076;09/01/2024;19/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Dominik Eberlee;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1077;14/05/2024;24/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Dominik Rocha;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1078;09/03/2024;19/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Dominik Rocha;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1079;29/02/2024;10/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Dominique Escobar;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1080;01/03/2024;11/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Dominique Escobar;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1081;21/02/2024;02/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Dominique Lacy;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1082;05/01/2024;15/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Dominique Lacy;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1083;06/04/2024;16/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Dominique Lacy;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1084;10/01/2024;20/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Dominique Lacy;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1085;08/02/2024;18/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Donna Robert;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1086;10/06/2024;20/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Donna Robert;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1087;16/03/2024;26/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Donna Robert;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1088;20/12/2023;30/12/2023
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Donna Robert;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1089;18/01/2024;28/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Dorian Caldwell;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG1090;23/12/2023;02/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Dorian Crittenden;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG1091;20/01/2024;30/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Duncan Leiva;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG1092;17/04/2024;27/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Duncan Leiva;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1093;02/06/2024;12/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Duncan Onslow;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG1094;16/03/2024;26/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Duncan Onslow;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1095;01/05/2024;11/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Dwayne Balcombe;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1096;14/01/2024;24/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Dwayne Svendsen;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1097;03/04/2024;13/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Dwayne Svendsen;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1098;19/05/2024;29/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Dylan Petersson;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1099;03/02/2024;13/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Dylan Petersson;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1100;20/01/2024;30/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Dylon Rawdon;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1101;22/04/2024;02/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Ean Santos;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG1102;28/05/2024;07/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Ean Santos;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG1103;06/01/2024;16/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Earl Alford;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG1104;30/04/2024;10/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Earl Alford;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG1105;29/05/2024;08/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Earl Alford;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG1106;21/12/2023;31/12/2023
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Earl Alford;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG1107;03/06/2024;13/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Earl Emmet;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG1108;18/04/2024;28/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Easton Harcourt;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG1109;12/01/2024;22/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Easton Harcourt;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG1110;03/01/2024;13/01/2024
